Index,Query(한글),LLM Output
0WYYBI,나무 음성 성별 알려줘,<function_GQ>(get=True)<end>
0XCBGQ,볼륨을 오로 맞춰줘,<function_ZV>(volume=5)<end>
0XDPGG,다음 주에는 중요한 발표가 있어서 준비를 철저히 해야 해,<function_MR>()<end>
0XKLHS,빵집에서 맛있는 빵 사왔어 그 후에 유뷔 살균 엘이디 기능 시작,<function_MR>();<function_NN>(enable=True)<end>
0XKLKK,볼륨 사로 해줘,<function_ZV>(volume=4)<end>
0XRHTD,다음 주에 친구들이랑 여행 가기로 했는데 기대 돼,<function_MR>()<end>
0XRLFH,주말 미세먼지 농도 어때,"<function_IO>(timeframe=2, location=""0"")<end>"
0XSOJJ,넌 무슨 기능이 있어?,<function_EN>(type=2)<end>
0XUYGL,커피 한 잔 할까,<function_MR>()<end>
0XXSAF,이번에 새로 시작한 취미가 너무 재미있어,<function_MR>()<end>
0XZUHL,고정 공기 청정 가동 시작해줘 또 목요일 싱가포르 날씨 비 와,"<function_PG>();<function_MO>(timeframe=6, location=싱가포르)<end>"
0YDGGZ,이 영화 어때 그리고 유아부실으로 가서 청정해 줘,<function_MR>();<function_FF>(position=유아부실)<end>
0YGHOM,지금 음소거 모드 해제해줘 그 후에 이 영화 명장면이지,<function_MV>(mute=False);<function_MR>()<end>
0YHYDL,기본 수준으로 오디오 설정을 해주세요,<function_ZV>(volume=-1)<end>
0YIMIY,운행 다시 시작해.,<function_YA>(move=2)<end>
0YLTPD,엘이디 화면밝기를 오로 해줘,<function_WN>(brightness=5)<end>
0YMVNL,목요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=6, location=""0"")<end>"
0YNUOZ,오늘 공기 모니터링,"<function_IO>(timeframe=0, location=""0"")<end>"
0YOHIT,월요일 날씨 몇 도야,"<function_MO>(timeframe=3, location=""0"")<end>"
0YTDUK,오늘 저녁은 뭘 먹어야 할지 고민이네 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()<end>
0YTROP,처음 위치로 돌아가주면 좋겠어 그 다음에 목요일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=6, location=""0"")<end>"
0ZGDMO,일요일 여기에 공기가 나쁠까 또 오늘 하루 종일 바빴는데도 아직 해야 할 일이 많아,"<function_IO>(timeframe=9, location=""0"");<function_MR>()<end>"
0ZIUPD,이 기계 사용 시 어떤 거 조심해야 해,<function_DW>(type=4)<end>
0ZJQWT,월요일 다카 날씨 더워,"<function_MO>(timeframe=3, location=""다카"")<end>"
0ZJUFU,나이트 모드 작동 중이니?,<function_SV>(type=3)<end>
0ZJXHW,금요일 날씨 전망을 표시해줄 수 있어 또 요즘 너무 바빠서 운동할 시간이 없어서 몸이 찌뿌둥해,"<function_MO>(timeframe=7, location=""0"");<function_MR>()<end>"
0ZLZRE,어떤 필터를 사야해,<function_SB>(type=2)<end>
0ZMYRO,오늘 저녁에는 친구들이랑 만나서 저녁을 먹을 예정이야,<function_MR>()<end>
0ZNCHM,스캐닝 청정 하고있어,<function_IH>(get=True)<end>
0ZPOYR,영화관에서 팝콘이랑 콜라 마시면서 영화 보고 싶다 다음으로 일요일 리우데자네이루 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=9, location=리우데자네이루)<end>"
0ZSCUY,일요일 블라디보스토크 날씨에 눈 오니,"<function_MO>(timeframe=9, location=""블라디보스토크"")<end>"
0ZTSXX,수요일 하바나 날씨 어때,"<function_MO>(timeframe=5, location=""하바나"")<end>"
0ZWEWT,새로 나온 게임이 정말 재밌어 보이는데 해볼까,<function_MR>()<end>
0ZYKHD,뭐 좀 추천해줄래,<function_MR>()<end>
1AAQPL,내일 상하이 날씨 두껍게 입어야 해,"<function_MO>(timeframe=1, location=""상하이"")<end>"
1AHNGR,이제 그만 복귀해 다음으로 화요일 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=4, location=""0"")<end>"
1AJLCA,오늘 여기에 공기가 나쁠까,"<function_IO>(timeframe=0, location=""0"")<end>"
1AKZSH,저는 스페인어를 배우고 있어요,<function_MR>()<end>
1ALWIP,듣기 모드 시작해 그리고 새로 시작한 취미가 너무 재미있어서 시간 가는 줄 모르겠어,<function_QT>(enable=True);<function_MR>()<end>
1AMVKE,고정 공기 청정 실행해줘 이어서 일요일 날씨 추울까,"<function_PG>();<function_MO>(timeframe=9, location=""0"")<end>"
1AOORB,강의실102 청정 시작해,"<function_FF>(position=""강의실102"")<end>"
1APAFN,저를 향해 봐주세요 그 후에 이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 필요해,<function_FR>();<function_MR>()<end>
1AQYNF,이 제품은 소비 전력이 얼마나 돼,<function_HI>(type=1)<end>
1BDOGN,오늘 무슨 계획 있어,<function_MR>()<end>
1BGDQN,충전 위치로 되돌아가 그리고 풍속 터보로 조정해줘,<function_KI>();<function_NK>(speed=4)<end>
1BGELW,일요일 날씨 알려줄래,"<function_MO>(timeframe=9, location=""0"")<end>"
1BGLMS,내일 영화 보러 갈래,<function_MR>()<end>
1BGXUB,고정 공청 기능 켜줘 그 다음에 티티에스 볼륨을 사십프로로 바꿔줘,<function_PG>();<function_ZV>(volume=2)<end>
1BLUDM,새로 오픈한 식당 가봤어,<function_MR>()<end>
1BTPUX,화요일 시애틀 날씨 몇 도야,"<function_MO>(timeframe=4, location=""시애틀"")<end>"
1BWLES,이번에 새로 나온 카메라가 정말 좋아 보이는데 살까 말까 고민 중이야,<function_MR>()<end>
1BXVYX,고정 공청 기능 켜줘 그리고 공간별 공기질 이력 연동 설정을 켜줄래요,"<function_PG>();<function_BP>(enable=0, type=1)<end>"
1BYQLM,품질관리실에서 청정해줄 수 있니,"<function_FF>(position=""품질관리실"")<end>"
1BYXJK,처음 위치로 돌아가주면 좋겠어 그리고 현재 하노이 날씨 알려주세요,"<function_KI>();<function_MO>(timeframe=0, location=하노이)<end>"
1BZDGL,고정 청정 온 또 유비이 에리디 빛 켜주라,<function_PG>();<function_NN>(enable=True)<end>
1BZZWR,305호에서 청정 실행 시작해줘,"<function_FF>(position=""305호"")<end>"
1CBATM,이 동네의 내일 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=""0"")<end>"
1CBJQM,요즘 좋아하는 음식 뭐야,<function_MR>()<end>
1CEGIL,새로 나온 드라마 봤어,<function_MR>()<end>
1CKGFF,이번 주말에는 뭐 하고 놀까 새로운 카페나 가볼까,<function_MR>()<end>
1CPEIB,오늘 날짜 알려줘.,<function_SV>(type=5)<end>
1CUPEZ,고정 공기 청정 가동 시작해줘 그 다음에 나이트 모드 시작할래,<function_PG>();<function_BS>(enable=True)<end>
1DAPUW,금요일 창춘 날씨 알려줘,"<function_MO>(timeframe=7, location=""창춘"")<end>"
1DBPGO,영화관에서 어떤 자리 앉을래,<function_MR>()<end>
1DCDRH,배가 고파서 뭐라도 먹어야겠어 그 다음에 금요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=7, location=""0"")<end>"
1DDELB,오늘 회사에서 회의가 있었는데 생각보다 길었어,<function_MR>()<end>
1DJNAE,바람 약하게 해줘,<function_NK>(speed=1)<end>
1DKEJO,금요일 우한 날씨 어때,"<function_MO>(timeframe=7, location=""우한"")<end>"
1DKOMO,음량을 삼으로 설정해줘,<function_ZV>(volume=3)<end>
1DNDVT,나이트 모드 켜져있니?,<function_SV>(type=3)<end>
1DNZQQ,고정 공기 청정 가동 시작해줘 그러고 나서 주말 베이징 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=2, location=베이징)<end>"
1DOVEV,내일 부산 초미세먼지 상태 알려줘,"<function_IO>(timeframe=1, location=""부산"")<end>"
1DTOWJ,월요일 오클랜드 날씨 어때,"<function_MO>(timeframe=3, location=""오클랜드"")<end>"
1DVYRI,내일 뭐할 계획 있어 그 다음에 음량을 20퍼센트로 올려줘,<function_MR>();<function_ZV>(volume=1)<end>
1DXTXQ,목소리 성별 바꿀래요,<function_GQ>(gender=-1)<end>
1DXZMA,새로 시작한 프로젝트가 생각보다 어렵네 스트레스 받아,<function_MR>()<end>
1EGPXF,월요일 날씨,"<function_MO>(timeframe=3, location=""0"")<end>"
1EHMXS,103호에서 청정 바로해주시면 감사해요,"<function_FF>(position=""103호"")<end>"
1EIRXX,몬테비데오 포름알데히드 수준이 어떤지 알려줘,"<function_IO>(timeframe=0, location=""몬테비데오"")<end>"
1ELKKX,영어로 기기 언어 바꿔줘,<function_HS>(type=2)<end>
1ELSVY,요즘 여행지 중에 어디가 제일 좋아,<function_MR>()<end>
1ENDUQ,이거 어디서 본 것 같아,<function_MR>()<end>
1EORDK,고정 공기 청정 가동 시작해줘 그리고 풍속 약풍으로 조정해줘,<function_PG>();<function_NK>(speed=1)<end>
1EPTGV,내일 제주시 이산화탄소 상태 알려줘,"<function_IO>(timeframe=1, location=""제주시"")<end>"
1ERBWI,공기청정기 설치 시 주의사항만 알려줘.,<function_DW>(type=3)<end>
1ETSFZ,지금 있는 공간의 공기를 청소해줘,<function_FF>(position=-1)<end>
1FCKOO,새로운 요리법을 배웠어,<function_MR>()<end>
1FHRYU,목요일 날씨 좀,"<function_MO>(timeframe=6, location=""0"")<end>"
1FHSLS,이 공청기의 소비 전력을 알고 싶어,<function_HI>(type=1)<end>
1FJVOR,청정 상태 보고서 보여줘,<function_CE>()<end>
1FRYMA,다음 주에는 더 열심히 일해야겠어 할 일이 많아,<function_MR>()<end>
1FXZRP,볼륨을 낮춰줬으면 해요,<function_ZV>(volume=-1)<end>
1FZCJD,내일 치앙마이 초미세먼지 상황 어때,"<function_IO>(timeframe=1, location=""치앙마이"")<end>"
1FZMQC,내일 아침에는 일찍 일어나서 독서를 할까 생각 중이야,<function_MR>()<end>
1GCWZJ,온라인 강의 들어봤어,<function_MR>()<end>
1GIWYM,책 다 읽었어,<function_MR>()<end>
1GJSVV,실시간 공기질 모니터링 띄워줄래,"<function_IO>(timeframe=0, location=""0"")<end>"
1GKJXK,넌 뭘 할 수 있어?,<function_EN>(type=2)<end>
1GNLWJ,밝기를 2로 조정해줘 그러고 나서 이 식당 어때,<function_WN>(brightness=2);<function_MR>()<end>
1GONVP,고정 공기 청정 가동 시작해줘 공간별 누적 공기질 정보 연동 옵션을 활성화해주실래요,"<function_PG>();<function_BP>(enable=0, type=1)<end>"
1GPSJR,충전 위치로 되돌아가 그 다음에 주말 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=2, location=""0"")<end>"
1GVRFI,가성비 좋은 제품 추천해줄래,<function_MR>()<end>
1GXNQW,목요일 날씨 알려줄래,"<function_MO>(timeframe=6, location=""0"")<end>"
1HCTFK,스테이션 위치로 복귀하세요 다음으로 소리 꺼줘,<function_KI>();<function_ZV>(volume=0)<end>
1HCZFC,각 방마다 공기 상태가 어떤지 나한테 보여줄 수 있어,"<function_IO>(timeframe=0, location=""0"")<end>"
1HDGWK,이번 주에는 운동을 좀 더 열심히 해야겠어 체력 기르기가 중요해,<function_MR>()<end>
1HDZEK,목소리 남성으로 바꿔줘,<function_GQ>(gender=2)<end>
1HHGCM,요즘 운동 뭐 하고 있어,<function_MR>()<end>
1HIIGK,엘이디 눈 밝기를 이단계로 설정해줘 그러고 나서 이 영화 언제 개봉해,<function_WN>(brightness=2);<function_MR>()<end>
1HOHQQ,토요일 카사블랑카 날씨 몇 도일까,"<function_MO>(timeframe=8, location=""카사블랑카"")<end>"
1HPAMB,고정 공기 청정 실행해줘 그러고 나서 유브이 살균 엘이디 기능 켜져 있나요,<function_PG>();<function_NN>(get=True)<end>
1HQGWJ,저녁에 뭐 먹을지 고민 중이야 뭘 먹으면 좋을까,<function_MR>()<end>
1HSPRV,이 드라마 스토리 진짜 긴장감 넘쳐,<function_MR>()<end>
1HVDPJ,내일 군산 날씨 좀 알려주세요,"<function_MO>(timeframe=1, location=""군산"")<end>"
1IDJOT,시드니의 토요일 날씨 정보 표시해줄래 그 후에 오늘은 아무것도 안 하고 그냥 푹 쉬고 싶어,"<function_MO>(timeframe=8, location=시드니);<function_MR>()<end>"
1IEAGU,요즘 들어 너무 바빠서 쉬는 날이 필요해,<function_MR>()<end>
1IEUIG,금요일 여기 날씨 어때,"<function_MO>(timeframe=7, location=""0"")<end>"
1IFIXM,처음 위치로 돌아가주면 좋겠어 그 다음에 기기 언어 설정 한국어로 바꿔줘,<function_KI>();<function_HS>(type=1)<end>
1IGGMJ,새로 나온 스마트폰 사고 싶은데 지금 사도 괜찮을까,<function_MR>()<end>
1IIJEQ,고정 청정 온 이어서 스캐닝 청정 시작하세요,<function_PG>();<function_IH>(scan=True)<end>
1INFPY,새로 나온 노래가 되게 좋더라 계속 반복해서 듣고 있어,<function_MR>()<end>
1IODKB,저녁에 뭐 먹을지 고민 중이야 피자 아니면 파스타,<function_MR>()<end>
1IOTVP,처음 위치로 돌아가주면 좋겠어 그 다음에 언어 영어로 맞춰,<function_KI>();<function_HS>(type=2)<end>
1IPTEI,공기질 엘이디 작동 중이야,<function_SC>(get=True)<end>
1IQPLY,이 영화 진짜 재밌다 그러고 나서 음량을 60퍼센트로 올려줘,<function_MR>();<function_ZV>(volume=3)<end>
1IQURS,화요일 날씨 더워,"<function_MO>(timeframe=4, location=""0"")<end>"
1ISSUA,효율적으로 공부하는 방법이 뭐야,<function_MR>()<end>
1ITGHW,성별을 다른 목소리로 설정해 주세요.,<function_GQ>(gender=-1)<end>
1IZFOD,고정 공기 청정 가동 시작해줘 나무 현재 상태 확인해줘,<function_PG>();<function_QT>(get=True)<end>
1IZMPN,지금 노원구 공기질 좀 알려줄래,"<function_IO>(timeframe=0, location=""노원구"")<end>"
1JBICW,충전하러 복귀 미디음을 1단계로 조정해줄래,<function_KI>();<function_ZV>(volume=1)<end>
1JDDTJ,청정 켜봐 이어서 실시간 공기질 모니터링 보여주세요,"<function_PG>();<function_IO>(timeframe=0, location=""0"")<end>"
1JHVSE,하이테이블 청정해줄 수 있을까,"<function_FF>(position=""하이테이블"")<end>"
1JIBAY,타슈켄트 공기질 상태 어때요,"<function_IO>(timeframe=0, location=""타슈켄트"")<end>"
1JIKQD,시간 관리 방법 공유해줄래,<function_MR>()<end>
1JJRIR,충전 하러가,<function_KI>()<end>
1JLYPT,고급반실 청정 기능 작동해줄래요,"<function_FF>(position=""고급반실"")<end>"
1JOTFO,유비이 살균 에릴디 기능 상태 확인해줘 다음으로 비행기 표 예약했어,<function_NN>(get=True);<function_MR>()<end>
1JQECQ,새로운 취미를 찾고 싶은데 뭐가 좋을지 모르겠어,<function_MR>()<end>
1JRKZN,주말에 시간이 있을까,<function_MR>()<end>
1JWARW,라이다 센서 관리하는 법이 궁금해,<function_PC>(type=5)<end>
1JWAVZ,음성인식 중지해줘,<function_QT>(enable=False)<end>
1JWCUR,테니스 치러 가볼까 이어서 내일 서울 초미세먼지 알려줘,"<function_MR>();<function_IO>(timeframe=1, location=서울)<end>"
1JXOCV,친구랑 같이 가는 여행이 정말 기대 돼,<function_MR>()<end>
1JYRIA,새로 시작한 취미가 너무 재미있어서 시간이 금방 가더라,<function_MR>()<end>
1JZMTA,실외 공기질 정보 연결 설정을 꺼줄래요 그러고 나서 다음 주말에 부모님과 시간을 보낼까 생각 중이야,"<function_BP>(enable=1, type=0);<function_MR>()<end>"
1KDCND,이번 주말에 근교로 드라이브 갈래 그 다음에 유뷔 엘리디 작동 정지해,<function_MR>();<function_NN>(enable=False)<end>
1KHEDE,좋아하는 TV 프로그램이 뭐야,<function_MR>()<end>
1KKZGA,바로 에이아이 기능 종료,"<function_BP>(enable=1, type=-1)<end>"
1KQILT,월요일 여수 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=3, location=""여수"")<end>"
1KQLAS,고정 청정 온 그러고 나서 엘이디를 팔십프로로 바꿔줘,<function_PG>();<function_WN>(brightness=4)<end>
1KUEBT,이번에 새로 공부 시작한 게 뭐야,<function_MR>()<end>
1KVKJE,하남의 일요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=9, location=""하남"")<end>"
1KVXBB,저녁 먹고 나서 디저트로 뭐 먹을지 고민 중이야,<function_MR>()<end>
1LHUXC,오늘 밤 뭐 할 계획이야,<function_MR>()<end>
1LWFNQ,내일 아침에 뭐 먹지 고민되네 오랜만에 브런치를 먹을까,<function_MR>()<end>
1LYUFG,청정 켜봐 다음으로 풍속 강풍으로 조정해줘,<function_PG>();<function_NK>(speed=3)<end>
1MEUOZ,오늘 며칠이야?,<function_SV>(type=5)<end>
1MFZSI,지금 프라이버시 기능 켜놨나요,<function_GN>(get=True)<end>
1MICBK,푸켓 주말 날씨 알려줘,"<function_MO>(timeframe=2, location=""푸켓"")<end>"
1MIQHL,고정 청정 온 이어서 대기화면이 실내 공기질 테마인가요,<function_PG>();<function_HG>(get=True)<end>
1MJWIF,요즘 좋아하는 음악이 뭐야 새로운 노래 추천해줘,<function_MR>()<end>
1MKFMM,오늘은 가볍게 산책하면서 기분 전환을 해야겠어,<function_MR>()<end>
1MLNRY,공기송전기는 실행하고 있을까요?,<function_ID>(get=True)<end>
1MQBGV,화요일 순천 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=4, location=""순천"")<end>"
1MXNRH,다음 주에는 조금 더 계획적으로 살아야겠다는 생각이 들어,<function_MR>()<end>
1MYYKS,다음 주말에 부모님과 시간을 보낼까 생각 중이야,<function_MR>()<end>
1NAVMX,청정 켜봐 또 공간별 누적 대기질 정보 연동 작동 중인가요,<function_PG>();<function_BP>(get=True)<end>
1NDFQY,고정 공기 청정 실행해줘 또 음소거 상태 알려줘,<function_PG>();<function_MV>(get=True)<end>
1NHXXY,센서 민감도 낮음으로 되어있니,<function_QD>(get=True)<end>
1NJAGM,오랜만에 영화를 보러 가는 것도 괜찮을 것 같아,<function_MR>()<end>
