Index,Query(한글),LLM Output
0ABOVW,수요일 하바나 날씨 어때,"<function_MO>(timeframe=5, location=""하바나"")"
0ABOVW,새로 나온 게임이 정말 재밌어 보이는데 해볼까,<function_MR>()
0ABOVW,뭐 좀 추천해줄래,<function_MR>()
0ABOVW,내일 상하이 날씨 두껍게 입어야 해,"<function_MO>(timeframe=1, location=""상하이"")"
0ABOVW,화요일 미세먼지 농도 어때,"<function_IO>(timeframe=4, location=""0"")"
0ABOVW,오늘 여기에 공기가 나쁠까,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,저는 스페인어를 배우고 있어요,<function_MR>()
0ABOVW,듣기 모드 시작해,<function_QT>(enable=True)
0ABOVW,일요일 날씨 추울까,"<function_MO>(timeframe=9, location=""0"")"
0ABOVW,강의실102 청정 시작해,"<function_FF>(position=""강의실102"")"
0ABOVW,저를 향해봐주세요,<function_FR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 필요해,<function_MR>()
0ABOVW,이 제품은 소비 전력이 얼마나 돼,<function_HI>(type=1)
0ABOVW,오늘 무슨 계획 있어,<function_MR>()
0ABOVW,풍속 터보로 조정해줘,<function_NK>(speed=4)
0ABOVW,일요일 날씨 알려줄래,"<function_MO>(timeframe=9, location=""0"")"
0ABOVW,내일 영화 보러 갈래,<function_MR>()
0ABOVW,티티에스 볼륨을 사십프로로 바꿔줘,<function_ZV>(volume=2)
0ABOVW,새로 오픈한 식당 가봤어,<function_MR>()
0ABOVW,화요일 시애틀 날씨 몇 도야,"<function_MO>(timeframe=4, location=""시애틀"")"
0ABOVW,이번에 새로 나온 카메라가 정말 좋아 보이는데 살까 말까 고민 중이야,<function_MR>()
0ABOVW,공간별 공기질 이력 연동 설정을 켜줄래요,"<function_BP>(enable=0, type=1)"
0ABOVW,품질관리실에서 청정해줄 수 있니,"<function_FF>(position=""품질관리실"")"
0ABOVW,현재 하노이 날씨 알려주세요,"<function_MO>(timeframe=0, location=하노이)"
0ABOVW,유비이 에리디 빛 켜주라,<function_NN>(enable=True)
0ABOVW,305호에서 청정 실행 시작해줘,"<function_FF>(position=""305호"")"
0ABOVW,이 동네의 내일 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=""0"")"
0ABOVW,요즘 좋아하는 음식 뭐야,<function_MR>()
0ABOVW,새로 나온 드라마 봤어,<function_MR>()
0ABOVW,이번 주말에는 뭐 하고 놀까 새로운 카페나 가볼까,<function_MR>()
0ABOVW,오늘 날짜 알려줘,<function_SV>(type=5)
0ABOVW,나이트 모드 시작할래,<function_BS>(enable=True)
0ABOVW,금요일 창춘 날씨 알려줘,"<function_MO>(timeframe=7, location=""창춘"")"
0ABOVW,영화관에서 어떤 자리 앉을래,<function_MR>()
0ABOVW,배가 고파서 뭐라도 먹어야겠어,<function_MR>()
0ABOVW,금요일 공기질 상태 알려줘,"<function_IO>(timeframe=7, location=""0"")"
0ABOVW,오늘 회사에서 회의가 있었는데 생각보다 길었어,<function_MR>()
0ABOVW,바람 약하게 해줘,<function_NK>(speed=1)
0ABOVW,금요일 우한 날씨 어때,"<function_MO>(timeframe=7, location=""우한"")"
0ABOVW,음량을 삼으로 설정해줘,<function_ZV>(volume=3)
0ABOVW,나이트 모드 켜져있니,<function_SV>(type=3)
0ABOVW,나서 주말 베이징 날씨 몇 도야,"<function_MO>(timeframe=2, location=베이징)"
0ABOVW,내일 부산 초미세먼지 상태 알려줘,"<function_IO>(timeframe=1, location=""부산"")"
0ABOVW,월요일 오클랜드 날씨 어때,"<function_MO>(timeframe=3, location=""오클랜드"")"
0ABOVW,내일 뭐할 계획 있어,<function_MR>()
0ABOVW,음량을 20퍼센트로 올려줘,<function_ZV>(volume=1)
0ABOVW,목소리 성별 바꿀래요,<function_GQ>(gender=-1)
0ABOVW,새로 시작한 프로젝트가 생각보다 어렵네 스트레스 받아,<function_MR>()
0ABOVW,월요일 날씨,"<function_MO>(timeframe=3, location=자카르타)"
0ABOVW,103호에서 청정 바로해주시면 감사해요,"<function_FF>(position=""103호"")"
0ABOVW,몬테비데오 포름알데히드 수준이 어떤지 알려줘,"<function_IO>(timeframe=0, location=""몬테비데오"")"
0ABOVW,영어로 기기 언어 바꿔줘,<function_HS>(type=2)
0ABOVW,요즘 여행지 중에 어디가 제일 좋아,<function_MR>()
0ABOVW,이거 어디서 본 것 같아,<function_MR>()
0ABOVW,풍속 약풍으로 조정해줘,<function_NK>(speed=1)
0ABOVW,내일 제주시 이산화탄소 상태 알려줘,"<function_IO>(timeframe=1, location=""제주시"")"
0ABOVW,공기청정기 설치 시 주의사항만 알려줘,<function_DW>(type=3)
0ABOVW,지금 있는 공간의 공기를 청소해줘,<function_FF>(position=-1)
0ABOVW,새로운 요리법을 배웠어,<function_MR>()
0ABOVW,목요일 날씨 좀,"<function_MO>(timeframe=6, location=""0"")"
0ABOVW,이 공청기의 소비 전력을 알고 싶어,<function_HI>(type=1)
0ABOVW,청정 상태 보고서 보여줘,<function_CE>()
0ABOVW,다음 주에는 더 열심히 일해야겠어 할 일이 많아,<function_MR>()
0ABOVW,볼륨을 낮춰줬으면 해요,<function_ZV>(volume=-1)
0ABOVW,내일 치앙마이 초미세먼지 상황 어때,"<function_IO>(timeframe=1, location=""치앙마이"")"
0ABOVW,내일 아침에는 일찍 일어나서 독서를 할까 생각 중이야,<function_MR>()
0ABOVW,온라인 강의 들어봤어,<function_MR>()
0ABOVW,책 다 읽었어,<function_MR>()
0ABOVW,실시간 공기질 모니터링 띄워줄래,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,넌 뭘 할 수 있어,<function_EN>(type=2)
0ABOVW,나서 이 식당 어때,<function_MR>()
0ABOVW,공간별 누적 공기질 정보 연동 옵션을 활성화해주실래요,"<function_BP>(enable=0, type=1)"
0ABOVW,가성비 좋은 제품 추천해줄래,<function_MR>()
0ABOVW,목요일 날씨 알려줄래,"<function_MO>(timeframe=6, location=""0"")"
0ABOVW,소리 꺼줘,<function_ZV>(volume=0)
0ABOVW,각 방마다 공기 상태가 어떤지 나한테 보여줄 수 있어,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력 기르기가 중요해,<function_MR>()
0ABOVW,목소리 남성으로 바꿔줘,<function_GQ>(gender=2)
0ABOVW,요즘 운동 뭐 하고 있어,<function_MR>()
0ABOVW,엘이디 눈 밝기를 이단계로 설정해줘,<function_WN>(brightness=2)
0ABOVW,나서 이 영화 언제 개봉해,<function_MR>()
0ABOVW,토요일 카사블랑카 날씨 몇 도일까,"<function_MO>(timeframe=8, location=""카사블랑카"")"
0ABOVW,나서 유브이 살균 엘이디 기능 켜져 있나요,<function_NN>(get=True)
0ABOVW,저녁에 뭐 먹을지 고민 중이야 뭘 먹으면 좋을까,<function_MR>()
0ABOVW,이 드라마 스토리 진짜 긴장감 넘쳐,<function_MR>()
0ABOVW,내일 군산 날씨 좀 알려주세요,"<function_MO>(timeframe=1, location=""군산"")"
0ABOVW,시드니의 토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=시드니)"
0ABOVW,오늘은 아무것도 안 하고 그냥 푹 쉬고 싶어,<function_MR>()
0ABOVW,요즘 들어 너무 바빠서 쉬는 날이 필요해,<function_MR>()
0ABOVW,금요일 여기 날씨 어때,"<function_MO>(timeframe=7, location=""0"")"
0ABOVW,기기 언어 설정 한국어로 바꿔줘,<function_HS>(type=1)
0ABOVW,새로 나온 스마트폰 사고 싶은데 지금 사도 괜찮을까,<function_MR>()
0ABOVW,스캐닝 청정 시작하세요,<function_IH>(scan=True)
0ABOVW,새로 나온 노래가 되게 좋더라 계속 반복해서 듣고 있어,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 고민 중이야 피자 아니면 파스타,<function_MR>()
0ABOVW,언어 영어로 맞춰,<function_HS>(type=2)
0ABOVW,공기질 엘이디 작동 중이야,<function_SC>(get=True)
0ABOVW,이 영화 진짜 재밌다,<function_MR>()
0ABOVW,나서 음량을 60퍼센트로 올려줘,<function_ZV>(volume=3)
0ABOVW,화요일 날씨 더워,"<function_MO>(timeframe=4, location=""0"")"
0ABOVW,효율적으로 공부하는 방법이 뭐야,<function_MR>()
0ABOVW,성별을 다른 목소리로 설정해 주세요,<function_GQ>(gender=-1)
0ABOVW,나무 현재 상태 확인해줘,<function_QT>(get=True)
0ABOVW,지금 노원구 공기질 좀 알려줄래,"<function_IO>(timeframe=0, location=""노원구"")"
0ABOVW,충전하러 복귀,<function_KI>()
0ABOVW,미디음을 1단계로 조정해줄래,<function_ZV>(volume=1)
0ABOVW,실시간 공기질 모니터링 보여주세요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,하이테이블 청정해줄 수 있을까,"<function_FF>(position=""하이테이블"")"
0ABOVW,타슈켄트 공기질 상태 어때요,"<function_IO>(timeframe=0, location=""타슈켄트"")"
0ABOVW,시간 관리 방법 공유해줄래,<function_MR>()
0ABOVW,충전 하러가,<function_KI>()
0ABOVW,고급반실 청정 기능 작동해줄래요,"<function_FF>(position=""고급반실"")"
0ABOVW,유비이 살균 에릴디 기능 상태 확인해줘,<function_NN>(get=True)
0ABOVW,비행기 표 예약했어,<function_MR>()
0ABOVW,새로운 취미를 찾고 싶은데 뭐가 좋을지 모르겠어,<function_MR>()
0ABOVW,주말에 시간이 있을까,<function_MR>()
0ABOVW,라이다 센서 관리하는 법이 궁금해,<function_PC>(type=5)
0ABOVW,음성인식 중지해줘,<function_QT>(enable=False)
0ABOVW,테니스 치러 가볼까,<function_MR>()
0ABOVW,내일 서울 초미세먼지 알려줘,"<function_IO>(timeframe=1, location=서울)"
0ABOVW,친구랑 같이 가는 여행이 정말 기대 돼,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 재미있어서 시간이 금방 가더라,<function_MR>()
0ABOVW,실외 공기질 정보 연결 설정을 꺼줄래요,"<function_BP>(enable=1, type=0)"
0ABOVW,나서 다음 주말에 부모님과 시간을 보낼까 생각 중이야,<function_MR>()
0ABOVW,이번 주말에 근교로 드라이브 갈래,<function_MR>()
0ABOVW,좋아하는 TV 프로그램이 뭐야,<function_MR>()
0ABOVW,바로 에이아이 기능 종료,"<function_BP>(enable=1, type=-1)"
0ABOVW,월요일 여수 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=3, location=""여수"")"
0ABOVW,나서 엘이디를 팔십프로로 바꿔줘,<function_WN>(brightness=4)
0ABOVW,이번에 새로 공부 시작한 게 뭐야,<function_MR>()
0ABOVW,하남의 일요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=9, location=""하남"")"
0ABOVW,저녁 먹고 나서 디저트로 뭐 먹을지 고민 중이야,<function_MR>()
0ABOVW,오늘 밤 뭐 할 계획이야,<function_MR>()
0ABOVW,내일 아침에 뭐 먹지 고민되네 오랜만에 브런치를 먹을까,<function_MR>()
0ABOVW,풍속 강풍으로 조정해줘,<function_NK>(speed=3)
0ABOVW,오늘 며칠이야,<function_SV>(type=5)
0ABOVW,지금 프라이버시 기능 켜놨나요,<function_GN>(get=True)
0ABOVW,푸켓 주말 날씨 알려줘,"<function_MO>(timeframe=2, location=""푸켓"")"
0ABOVW,대기화면이 실내 공기질 테마인가요,<function_HG>(get=True)
0ABOVW,요즘 좋아하는 음악이 뭐야 새로운 노래 추천해줘,<function_MR>()
0ABOVW,오늘은 가볍게 산책하면서 기분 전환을 해야겠어,<function_MR>()
0ABOVW,공기송전기는 실행하고 있을까요,<function_ID>(get=True)
0ABOVW,화요일 순천 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=4, location=""순천"")"
0ABOVW,다음 주에는 조금 더 계획적으로 살아야겠다는 생각이 들어,<function_MR>()
0ABOVW,다음 주말에 부모님과 시간을 보낼까 생각 중이야,<function_MR>()
0ABOVW,공간별 누적 대기질 정보 연동 작동 중인가요,<function_BP>(get=True)
0ABOVW,음소거 상태 알려줘,<function_MV>(get=True)
0ABOVW,센서 민감도 낮음으로 되어있니,<function_QD>(get=True)
0ABOVW,오랜만에 영화를 보러 가는 것도 괜찮을 것 같아,<function_MR>()
0ABOVW,나서 풍속 몇으로 맞춰져 있는지 확인해줘,<function_NK>(get=True)
0ABOVW,와이파이 켜 있는지 알고 싶어,<function_SV>(type=4)
0ABOVW,목요일 관악구 날씨 알려줘,"<function_MO>(timeframe=6, location=""관악구"")"
0ABOVW,혹시 에이아이 모드 동시에 꺼주실 수 있나요,"<function_BP>(enable=1, type=2)"
0ABOVW,중급반 공기청정 활성화 시작해,"<function_FF>(position=""중급반"")"
0ABOVW,내일은 친구랑 카페에서 시간을 보낼 계획이야,<function_MR>()
0ABOVW,다음 주에는 꼭 친구들이랑 만나서 같이 저녁 먹기로 했어,<function_MR>()
0ABOVW,전주 내일 날씨 더울까,"<function_MO>(timeframe=1, location=""전주"")"
0ABOVW,매너모드 켜진 상태인가,<function_SV>(type=2)
0ABOVW,그림 그리는 게 스트레스 풀리더라,<function_MR>()
0ABOVW,온도 단위를 화씨로 변경해주세요,<function_EW>(type=1)
0ABOVW,혈압 상태를 체크해주실래요,<function_GV>()
0ABOVW,매너모드 지금 켜져있어,<function_SV>(type=2)
0ABOVW,강풍으로 설정해줘,<function_NK>(speed=3)
0ABOVW,내일은 꼭 일찍 일어나서 할 일을 끝내야겠어,<function_MR>()
0ABOVW,아이스크림 먹으러 가자,<function_MR>()
0ABOVW,사례관리실 청정 작동해주겠니,"<function_FF>(position=""사례관리실"")"
0ABOVW,매너모드 활성화해줘,<function_ZX>(enable=True)
0ABOVW,체육지도실에서 청정해줘 요,<function_FF>()
0ABOVW,에이아이 모드에 대해 설명해 줘,<function_JS>(type=10)
0ABOVW,이 식당 가본 적 있어,<function_MR>()
0ABOVW,공기청정 모드 실행 중이신가요,<function_ID>(get=True)
0ABOVW,음량을 40퍼센트로 올려줘,<function_ZV>(volume=2)
0ABOVW,요즘 너무 바빠서 친구들이랑 만날 시간이 없어,<function_MR>()
0ABOVW,볼륨을 삼으로 맞춰줘,<function_ZV>(volume=3)
0ABOVW,오늘은 오랜만에 친구들과 저녁을 먹으러 갈 계획이야,<function_MR>()
0ABOVW,팬 풍냥 강풍 세기로 해줘,<function_NK>(speed=3)
0ABOVW,오늘 일정 끝났어,<function_MR>()
0ABOVW,듣기 기능 활성화됐나요,<function_QT>(get=True)
0ABOVW,공간마다 공기 모니터링 확인이 필요해,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,새로 시작한 취미가 생각보다 재미있어서 시간이 금방 가더라,<function_MR>()
0ABOVW,외국어 공부 중인데 추천할 만한 자료 있어,<function_MR>()
0ABOVW,이 식당 가볼까,<function_MR>()
0ABOVW,볼륨을 사로 맞춰줘,<function_ZV>(volume=4)
0ABOVW,한글로 언어 설정 바꿔줘,<function_HS>(type=1)
0ABOVW,고정 청정 온,<function_PG>()
0ABOVW,지금 프라이버시 모드 상태가 어떻게 돼,<function_GN>(get=True)
0ABOVW,음소거 기능 켜져있어,<function_MV>(get=True)
0ABOVW,방별 공기 모니터링 확인 화면으로 바꿔주세요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,새로 나온 카페에 가서 커피 한 잔 하고 싶다,<function_MR>()
0ABOVW,매너모드 켜진 상태야,<function_SV>(type=2)
0ABOVW,나서 현재 하노이 공기질 알려주세요,"<function_IO>(timeframe=0, location=하노이)"
0ABOVW,이번 주말에는 오랜만에 친구들과 만나기로 했어,<function_MR>()
0ABOVW,주말 공기 좀 알려줘 요,<function_IO>()
0ABOVW,겨울에는 스키 타러 가는 게 좋겠어,<function_MR>()
0ABOVW,유브이 살균 엘이디 기능 켜져 있나요,<function_NN>(get=True)
0ABOVW,월요일 날씨 어때,"<function_MO>(timeframe=3, location=""홍성"")"
0ABOVW,새로 시작한 운동이 너무 힘들어서 포기할까,<function_MR>()
0ABOVW,고민 중이야 수요일 나폴리 날씨 어때,<function_MO>()
0ABOVW,유브이 엘이디 꺼줄래,<function_NN>(enable=False)
0ABOVW,실시간 공기질 모니터링 화면 보여줘,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,내일 용산구 공기질 상태 확인했어,"<function_IO>(timeframe=1, location=""용산구"")"
0ABOVW,월요일 리우데자네이루 날씨 비 와,"<function_MO>(timeframe=3, location=리우데자네이루)"
0ABOVW,유튜버나 인플루언서 중에 꾸준히 보는 사람 있어,<function_MR>()
0ABOVW,프로그램실A에서 청정 활성화 시작해죠,"<function_FF>(position=""프로그램실A"")"
0ABOVW,주말 날씨 정보 표시해줄래,"<function_MO>(timeframe=2, location=""0"")"
0ABOVW,초미세먼지는 무슨 뜻인가요,<function_HW>(type=2)
0ABOVW,전면부 엘이디에 대해 설명해 줘,<function_JS>(type=7)
0ABOVW,새 가방이 필요해,<function_MR>()
0ABOVW,내일은 조금 더 부지런하게 보내야겠어 할 일이 많거든,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 운동해야지,<function_MR>()
0ABOVW,볼륨을 낮춰줘 야겠어요,<function_ZV>()
0ABOVW,주말 광주 날씨 좀 알려주세요,"<function_MO>(timeframe=2, location=""광주"")"
0ABOVW,목요일 몰타 날씨 알려주세요,"<function_MO>(timeframe=6, location=""몰타"")"
0ABOVW,온라인에서 저렴하게 살 수 있는 방법 있니,<function_MR>()
0ABOVW,공용테이블에서 청정 진행해줄 수 있어,"<function_FF>(position=""공용테이블"")"
0ABOVW,스캐닝 청정 상태 좀 알려줘,<function_IH>(get=True)
0ABOVW,영화 예고편 봤어,<function_MR>()
0ABOVW,중풍으로 바꿔줘,<function_NK>(speed=2)
0ABOVW,오늘 뭐 먹었어,<function_MR>()
0ABOVW,이번 주말에 뭐 하려고,<function_MR>()
0ABOVW,샌프란시스코 대기질 지수가 몇인지 알려줘,"<function_IO>(timeframe=0, location=샌프란시스코)"
0ABOVW,수요일 날씨 어때,"<function_MO>(timeframe=5, location=""당진"")"
0ABOVW,목요일 대치동 날씨 상황 어때,"<function_MO>(timeframe=6, location=""대치동"")"
0ABOVW,공기질 모니터링 어때,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,지금 음량 몇단계야,<function_ZV>(get=True)
0ABOVW,여름 휴가 어디로 갈까,<function_MR>()
0ABOVW,요즘 무슨 공부 하고 있어,<function_MR>()
0ABOVW,풍속 자동으로 해줘,<function_NK>(speed=0)
0ABOVW,내일 아침에 일찍 일어나야 돼,<function_MR>()
0ABOVW,드링크룸에서 청정 바로 해줘,"<function_FF>(position=""드링크룸"")"
0ABOVW,발표장에서 청정 진행해줄래요,"<function_FF>(position=""발표장"")"
0ABOVW,현재 방콕 공기질 알려주세요,"<function_IO>(timeframe=0, location=""방콕"")"
0ABOVW,이번 주말에는 뭘 할까,<function_MR>()
