index,query,function
0ABOVW,이번 주말에는 뭘 해야 할지 고민 중이야 계획을 세워야겠어,<function_MR>()
0ABOVW,만약 한 명의 유명인과 저녁을 먹을 수 있다면 누구를 선택할 거야,<function_MR>()
0ABOVW,커피 없으면 하루 시작하기 힘들지 않아,<function_MR>()
0ABOVW,나서 저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,<function_MR>()
0ABOVW,다음 주에 있을 중요한 발표를 준비 중이야,<function_MR>()
0ABOVW,가볍게 웃을 수 있는 영화 추천해 줄래,<function_MR>()
0ABOVW,라이언 레이놀즈에 대해서 어떻게 생각해,<function_MR>()
0ABOVW,저녁으로 뭐 먹을까 치킨 아니면 피자,<function_MR>()
0ABOVW,새로 산 책을 읽고 있는데 내용이 되게 흥미로워,<function_MR>()
0ABOVW,새로 나온 스마트폰이 되게 좋아 보이더라,<function_MR>()
0ABOVW,자주는 아니어도 가끔 케이크를 구워요,<function_MR>()
0ABOVW,오늘은 산책을 하면서 기분을 전환해야겠어,<function_MR>()
0ABOVW,오늘 커피 한 잔 할까,<function_MR>()
0ABOVW,점심에 뭐 먹을지 고민 중이야,<function_MR>()
0ABOVW,이 책 다 읽었어,<function_MR>()
0ABOVW,내일은 운동을 좀 더 열심히 해야겠어 요즘 너무 게을러진 것 같아,<function_MR>()
0ABOVW,주말에 만날까,<function_MR>()
0ABOVW,운동하러 갈 거야,<function_MR>()
0ABOVW,오늘은 국물 요리가 땡긴다,<function_MR>()
0ABOVW,오늘 하루 종일 컴퓨터 앞에서 일했더니 눈이 너무 피로해,<function_MR>()
0ABOVW,옛날 영화가 더 좋아,<function_MR>()
0ABOVW,자기 전에 잠깐 책이나 읽을까 싶어,<function_MR>()
0ABOVW,새로 시작한 드라마가 정말 재밌어 다음 화가 너무 기대 돼,<function_MR>()
0ABOVW,책상 정리 좀 해야겠어,<function_MR>()
0ABOVW,이번 주말에는 캠핑을 가기로 했어 기대 돼,<function_MR>()
0ABOVW,오늘 저녁에는 가족들이랑 함께 시간을 보내기로 했어,<function_MR>()
0ABOVW,새로 나온 노래가 정말 좋더라 계속 듣고 있어,<function_MR>()
0ABOVW,이 영화 진짜 재밌어,<function_MR>()
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까 고민이네,<function_MR>()
0ABOVW,콘서트 티켓 구했어,<function_MR>()
0ABOVW,이거 어떻게 사용하는 거야,<function_MR>()
0ABOVW,이번 주말에는 무슨 영화를 볼지 미리 계획을 세워야겠어,<function_MR>()
0ABOVW,요즘 무슨 책 읽어,<function_MR>()
0ABOVW,요즘 들어서 스트레스를 많이 받는 것 같아 좀 쉬어야겠어,<function_MR>()
0ABOVW,오랜만에 운동을 시작했더니 몸이 좀 뻐근해,<function_MR>()
0ABOVW,드라마 마라톤 해본 적 있어,<function_MR>()
0ABOVW,여름에는 어디로 휴가 가,<function_MR>()
0ABOVW,내일은 아침 일찍 산책할 계획이야,<function_MR>()
0ABOVW,저녁에는 뭘 해야 시간도 잘 가고 의미 있을까 고민 중이야,<function_MR>()
0ABOVW,오늘도 집에서 혼자 시간을 보내는데 조금 외로운 것 같아,<function_MR>()
0ABOVW,이번 주말에는 친구들과 함께 시간을 보낼 계획이야,<function_MR>()
0ABOVW,주말에 뭐 할지 아직도 결정을 못 했어 그냥 집에 있을까,<function_MR>()
0ABOVW,운동할 때 어떤 음악 들어,<function_MR>()
0ABOVW,이거 어떻게 생각해,<function_MR>()
0ABOVW,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까,<function_MR>()
0ABOVW,가장 기억에 남는 여행지는 어디야,<function_MR>()
0ABOVW,다음 주에 있을 약속이 취소돼서 다른 계획을 세워야겠어,<function_MR>()
0ABOVW,피아노 연습 많이 했어,<function_MR>()
0ABOVW,디저트 카페 추천해줄 수 있어,<function_MR>()
0ABOVW,오랜만에 자전거 타고 한강에 가볼까 생각 중이야,<function_MR>()
0ABOVW,오늘 하루 종일 바빴어,<function_MR>()
0ABOVW,이 식당 가봤어,<function_MR>()
0ABOVW,뭐 할지 정했어,<function_MR>()
0ABOVW,나서 자기계발서 추천해줄래,<function_MR>()
0ABOVW,요즘 쇼핑몰에 사람이 많아,<function_MR>()
0ABOVW,지금 보고 있는 드라마는 뭐야,<function_MR>()
0ABOVW,어제 저녁에 먹었던 음식이 너무 맛있어서 오늘도 먹고 싶어,<function_MR>()
0ABOVW,건강을 위해 뭐 하고 있어,<function_MR>()
0ABOVW,이번 주말에는 무슨 영화를 볼지 고민 중이야,<function_MR>()
0ABOVW,오늘은 가볍게 산책을 하면서 기분 전환을 해야겠어,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 외식하기로 했어 기대 돼,<function_MR>()
0ABOVW,나서 이번 주말에 공부할 계획 있어,<function_MR>()
0ABOVW,알려줘 매일 운동하려고 노력 중이야,<function_MR>()
0ABOVW,책을 다 읽고 나니까,<function_MR>()
0ABOVW,오늘 저녁에는 가족들과 함께 저녁을 먹으러 갈 계획이야,<function_MR>()
0ABOVW,요즘 무슨 책 읽고 있어,<function_MR>()
0ABOVW,나서 새로 산 운동화가 너무 편해서 자꾸 신고 나가고 싶어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 시험을 준비 중이야,<function_MR>()
0ABOVW,놀러 갈 만한 곳 추천해줄래,<function_MR>()
0ABOVW,새로 나온 제품 리뷰 봤어,<function_MR>()
0ABOVW,오늘 하루가 너무 길었어 이제 좀 쉬어야겠어,<function_MR>()
0ABOVW,요즘 코로나 때문에 걱정이 많아,<function_MR>()
0ABOVW,볼만한 영화 하나 추천해,<function_MR>()
0ABOVW,새로운 취미를 찾고 싶어서 뭘 배워볼까 생각 중이야,<function_MR>()
0ABOVW,다음 주에는 더 열심히 일을 해야겠어 할 일이 많아,<function_MR>()
0ABOVW,다음 주에 친구들이랑 캠핑 가는데 장비 챙길 게 많아,<function_MR>()
0ABOVW,오늘 하루는 정말 고단했어 이젠 푹 쉬고 싶어,<function_MR>()
0ABOVW,운동 갔다 왔어,<function_MR>()
0ABOVW,내일은 조금 일찍 일어나서 책도 좀 읽고 운동도 해야지,<function_MR>()
0ABOVW,저는 전시회를 자주 가요,<function_MR>()
0ABOVW,주말에 여행 가고 싶다,<function_MR>()
0ABOVW,드라마에서 나오는 음악도 좋더라,<function_MR>()
0ABOVW,새로 나온 드라마가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,뭐 좀 추천해줄 수 있어,<function_MR>()
0ABOVW,커피 메뉴 하나 정해놓고 먹어, 아니면 매번 바꿔,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 외식하기로 했어 기대 돼,<function_MR>()
0ABOVW,저녁에 뭘 먹을지 아직도 고민 중이야 뭘 먹을까,<function_MR>()
0ABOVW,이번 주말에 뭐할 계획이야,<function_MR>()
0ABOVW,운동을 더 열심히 해야겠어 요즘 체력이 너무 떨어진 것 같아,<function_MR>()
0ABOVW,점심 먹고 나니까 갑자기 너무 졸리네 잠깐 낮잠이라도 자야겠어,<function_MR>()
0ABOVW,오늘 점심은 파스타 어때,<function_MR>()
0ABOVW,내일은 친구들과 함께 저녁을 먹으러 갈 예정이야,<function_MR>()
0ABOVW,다음 주에는 가족들이랑 오랜만에 시간을 보내려고 해,<function_MR>()
0ABOVW,집에 있는 시간이 많아지니까,<function_MR>()
0ABOVW,커피 한 잔 하면서 얘기 나눌래,<function_MR>()
0ABOVW,다음 주말에는 가족들과 함께 등산을 가기로 했어,<function_MR>()
0ABOVW,점심으로 먹은 음식이 너무 맛있어서 저녁에도 먹고 싶어,<function_MR>()
0ABOVW,친구들과 함께 한 주말이 정말 즐거웠어 다시 만나고 싶다,<function_MR>()
0ABOVW,영화 볼래,<function_MR>()
0ABOVW,러닝하러 나가자,<function_MR>()
0ABOVW,봄이 되면 꽃이 피는 게 정말 예뻐,<function_MR>()
0ABOVW,이번에 새로 산 신발이 정말 편하더라,<function_MR>()
0ABOVW,시간 있을 때 뭐해,<function_MR>()
0ABOVW,이번 주말에는 영화를 한 편 보려고 해,<function_MR>()
0ABOVW,키아누 리브스가 기부를 많이 하는 거 알고 있었어,<function_MR>()
0ABOVW,요즘 무슨 드라마 봐,<function_MR>()
0ABOVW,볼만한 영화 하나 추천해 줄 수 있어,<function_MR>()
0ABOVW,운동 계획 세워야겠어,<function_MR>()
0ABOVW,뭐 도와줄까,<function_MR>()
0ABOVW,오늘 저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_MR>()
0ABOVW,일찍 자고 일찍 일어나기 힘들어,<function_MR>()
0ABOVW,매일 운동하기가 쉽지 않네,<function_MR>()
0ABOVW,헬스장 가는 거 어때,<function_MR>()
0ABOVW,이거 정말 멋지다,<function_MR>()
0ABOVW,친구랑 친해지는 데 시간이 걸린다고 생각해,<function_MR>()
0ABOVW,커피 대신 차를 마셔볼까 요즘 카페인 너무 많이 먹는 것 같아,<function_MR>()
0ABOVW,아침에 일찍 일어나니까 하루가 길어진 느낌이야,<function_MR>()
0ABOVW,주말에는 특별한 계획이 없어서 그냥 집에서 쉴까 생각 중이야,<function_MR>()
0ABOVW,이 영화 추천해줄래,<function_MR>()
0ABOVW,음악 들으면서 힐링하고 있어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 회의를 준비 중이야,<function_MR>()
0ABOVW,커피 마실 때 보통 어떻게 마셔,<function_MR>()
0ABOVW,취미로 요리하는 거 어때,<function_MR>()
0ABOVW,내일 중요한 일이 있는데 잘할 수 있을지 걱정 돼,<function_MR>()
0ABOVW,다음 주에는 중요한 미팅이 있어서 준비를 해야 해,<function_MR>()
0ABOVW,내일 아침에는 산책을 나가볼까 고민 중이야,<function_MR>()
0ABOVW,여행지 추천해줄 수 있어,<function_MR>()
0ABOVW,지금 가장 하고 싶은 일이 뭐야,<function_MR>()
0ABOVW,어디로 여행 가고 싶어,<function_MR>()
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 고민이야,<function_MR>()
0ABOVW,이번 주에 할 일이 많아,<function_MR>()
0ABOVW,알려줘 오랜만에 달리기라도 좀 해볼까 싶어,<function_MR>()
0ABOVW,이 드라마 진짜 감동적이었어,<function_MR>()
0ABOVW,내일 뭐 할거야,<function_MR>()
0ABOVW,점심으로 먹은 음식이 너무 맛있어서 먹고 싶어,<function_MR>()
0ABOVW,책 추천해줄래,<function_MR>()
0ABOVW,오늘 점심으로 뭐 먹을지 고민이야 너무 배고파,<function_MR>()
0ABOVW,이번 주말에는 책을 읽으면서 시간을 보내고 싶어,<function_MR>()
0ABOVW,드라마 다시 보기 할까 고민 중이야,<function_MR>()
0ABOVW,오늘 저녁에는 친구들과 함께 저녁을 먹기로 했어,<function_MR>()
0ABOVW,이번 달은 너무 바빠서 뭔가를 계획하기가 어려웠어,<function_MR>()
0ABOVW,이번 달은 정신없이 바빠서 계획을 세우기가 어렵네,<function_MR>()
0ABOVW,오늘 저녁엔 뭘 만들어볼까,<function_MR>()
0ABOVW,따뜻한 차 한 잔이 생각나,<function_MR>()
0ABOVW,요즘 운동을 열심히 하고 있는데 몸이 조금 가벼워진 것 같아,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_MR>()
0ABOVW,이번에 산 책이 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,이번 주말에 시간 있어,<function_MR>()
0ABOVW,오늘 진짜 쳐진다,<function_MR>()
0ABOVW,오늘은 오랜만에 친구들과 저녁을 먹으러 가기로 했어,<function_MR>()
0ABOVW,최근에 산 것 중에서 가장 만족스러운 기기가 뭐야,<function_MR>()
0ABOVW,어제 뉴스 봤어,<function_MR>()
0ABOVW,이 식당 가볼래,<function_MR>()
0ABOVW,이번 주말에는 친구들이랑 캠핑 가기로 했어 정말 기대 돼,<function_MR>()
0ABOVW,취미로 그림을 그려요,<function_MR>()
0ABOVW,이번에 새로 시작한 운동이 생각보다 힘들더라,<function_MR>()
0ABOVW,다음 달에 친구들이랑 제주도로 여행 가기로 했어,<function_MR>()
0ABOVW,이번 주말에 자전거 타러 갈래,<function_MR>()
0ABOVW,이번 세일 때 뭐 샀어,<function_MR>()
0ABOVW,알려줘 이거 정말 괜찮다,<function_MR>()
0ABOVW,오늘 뭐 먹을까,<function_MR>()
0ABOVW,다음 주말에는 친구들이랑 시간을 보내기로 했어,<function_MR>()
0ABOVW,내일은 친구랑 같이 카페에 가서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,이 노래 분위기 진짜 좋다,<function_MR>()
0ABOVW,티비에서 무슨 영화 하는지 봤어,<function_MR>()
0ABOVW,나서 겨울 여행지 추천해줘,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들과 만나서 저녁을 먹기로 했어,<function_MR>()
0ABOVW,이 식당 어때,<function_MR>()
0ABOVW,이 책 재미있어,<function_MR>()
0ABOVW,주말에 잠깐 여행 다녀올래,<function_MR>()
0ABOVW,이 영화 봤어,<function_MR>()
0ABOVW,내일은 친구들이랑 만날 예정인데 뭐 하고 놀지 고민 중이야,<function_MR>()
0ABOVW,아침 먹었어,<function_MR>()
0ABOVW,나서 이 영화 추천할 만해,<function_MR>()
0ABOVW,나중에 유럽여행 가고 싶어,<function_MR>()
0ABOVW,이번 주말에는 책을 읽으면서 여유롭게 시간을 보내고 싶어,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 벌써 결정했어,<function_MR>()
0ABOVW,책을 다 읽고 나니까 다른 책도 읽고 싶어졌어,<function_MR>()
0ABOVW,오늘 일찍 자야겠어,<function_MR>()
0ABOVW,오늘은 그냥 집에서 푹 쉬면서 책이나 읽을까 생각 중이야,<function_MR>()
0ABOVW,오늘은 좀 일찍 잠자리에 들어야겠어 내일 할 일이 많거든,<function_MR>()
0ABOVW,연동 옵션을 활성화해주실래요 오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,<function_MR>()
0ABOVW,빵을 구울 때 기분이 좋아져,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 산책을 하고 싶다,<function_MR>()
0ABOVW,내일 뭐할 계획이야,<function_MR>()
0ABOVW,가장 자주 듣는 음악이 뭐야,<function_MR>()
0ABOVW,운동 후에는 스트레칭 꼭 해야 돼,<function_MR>()
0ABOVW,요즘 들어 운동을 자주 하니까 몸이 조금 가벼워진 것 같아,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 고민 돼,<function_MR>()
0ABOVW,실내에서 할 수 있는 활동 추천해줄래,<function_MR>()
0ABOVW,저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,<function_MR>()
0ABOVW,고양이를 키우고 있어요,<function_MR>()
0ABOVW,어제 일찍 잤어,<function_MR>()
0ABOVW,다음 주에는 새로운 도전도 해보고 싶어 뭐가 좋을까,<function_MR>()
0ABOVW,이번 주말에는 집에서 쉬면서 책을 읽을까 생각 중이야,<function_MR>()
0ABOVW,가장 좋아하는 국내 여행지가 어디야,<function_MR>()
0ABOVW,오늘 점심에 뭐 먹지 고민 중이야 뭘 먹을까,<function_MR>()
0ABOVW,나서 내일은 조금 일찍 일어나서 책도 좀 읽고 운동도 해야지,<function_MR>()
0ABOVW,쇼핑몰에서 뭐 샀어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 회의가 걱정 돼,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 재미있어서 시간 가는 줄 몰라,<function_MR>()
0ABOVW,이번 주말에는 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,<function_MR>()
0ABOVW,요즘 시간이 너무 빨리 가는 것 같아,<function_MR>()
0ABOVW,오랜만에 집에 혼자 있으니까 뭘 해야 할지 모르겠어,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들과 만나서,<function_MR>()
0ABOVW,어디서 커피 마시는 걸 좋아해,<function_MR>()
0ABOVW,저녁에 뭐 해먹을지 고민 중이야 뭘 해먹을까,<function_MR>()
0ABOVW,저녁은 뭘 먹어야 할지 고민이네 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()
0ABOVW,이 노래 들어봤어,<function_MR>()
0ABOVW,이 영화 언제 개봉해,<function_MR>()
0ABOVW,이번 주에 새 영화 개봉해,<function_MR>()
0ABOVW,다음 주에 중요한 시험이 있어서 공부에 집중해야겠어,<function_MR>()
0ABOVW,영화 보러 갈까,<function_MR>()
0ABOVW,이번 주에는 건강을 위해서 식단 관리를 시작하려고 해,<function_MR>()
0ABOVW,이번 주에는 조금 더 계획적으로 시간을 보내려고 해,<function_MR>()
0ABOVW,이번에 새로 나온 스마트워치가 정말 멋지던데 살까 말까 고민 중이야,<function_MR>()
0ABOVW,오늘 뭐 먹을 거야,<function_MR>()
0ABOVW,다음 주말에는 친구들과 함께 시간을 보내려고 해,<function_MR>()
0ABOVW,이번 주말에는 그냥 집에서 쉬면서 책이나 읽으려고 해,<function_MR>()
0ABOVW,다음 주에 있을 발표 준비를 해야 하는데 조금 떨려,<function_MR>()
0ABOVW,새로 산 자켓이 너무 마음에 들어서 매일 입고 다니고 있어,<function_MR>()
0ABOVW,요즘 어떤 운동 하고 있어,<function_MR>()
0ABOVW,이번 주에는 할 일이 많아서 시간을 잘 관리해야겠어,<function_MR>()
0ABOVW,저는 여행을 정말 좋아해요,<function_MR>()
0ABOVW,저는 사진 찍는 걸 좋아해요,<function_MR>()
0ABOVW,오늘 하루도 무사히 지나갔어,<function_MR>()
0ABOVW,내일은 친구랑 만나서 저녁을 먹기로 했어 기대 돼,<function_MR>()
0ABOVW,저녁 메뉴 추천 해줘,<function_MR>()
0ABOVW,주말에는 친구들이랑 영화 한 편 볼까,<function_MR>()
0ABOVW,오늘 할 일 끝났어,<function_MR>()
0ABOVW,영화 보러 갈래,<function_MR>()
0ABOVW,운전 배운 지 얼마 안 됐어,<function_MR>()
0ABOVW,내일 아침에 뭘 먹을까 고민 중이야 뭐가 좋을까,<function_MR>()
0ABOVW,다음 주에 시간 괜찮아,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 공부를 시작하려고 해,<function_MR>()
0ABOVW,핸드폰 자주 바꾸는 편이야, 아니면 오래 쓰는 편이야,<function_MR>()
0ABOVW,뭐 좀 도와줄까,<function_MR>()
0ABOVW,내일은 좀 더 부지런히 일해야겠어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 발표 준비가 걱정 돼,<function_MR>()
0ABOVW,이번 주에는 조금 더,<function_MR>()
0ABOVW,내일은 꼭 일찍 일어나서 운동을 해야지,<function_MR>()
0ABOVW,취미로 배워볼 만한 거 추천해줄래,<function_MR>()
0ABOVW,시간이 너무 늦었는데 아직도 할 일이 남아있어,<function_MR>()
0ABOVW,오늘 저녁 뭐 먹을까,<function_MR>()
0ABOVW,오늘 하루는 정말 바쁘게 보냈는데 아직도 해야 할 일이 많아,<function_MR>()
0ABOVW,핫 커피랑 콜드브루 중에 뭐가 더 좋아,<function_MR>()
0ABOVW,커피를 너무 많이 마신 것 같아 밤에 잠이 올지 모르겠어,<function_MR>()
0ABOVW,새로 산 신발이 마음에 안 들어,<function_MR>()
0ABOVW,새로 나온 노래가 인기가 많아서 들어볼까,<function_MR>()
0ABOVW,이번 주말에 계획이 없어서 뭐 할지 고민 중이야,<function_MR>()
0ABOVW,새로 산 가방이 너무 마음에 들어서 매일 들고 다니고 있어,<function_MR>()
0ABOVW,이 영화 재밌었어,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 산책을 해야겠어,<function_MR>()
0ABOVW,등산 갈 때 같이 갈래,<function_MR>()
0ABOVW,이번 주에는 계획한 일을 모두 마무리할 수 있으면 좋겠어,<function_MR>()
0ABOVW,커피를 끊으려고 하는데 자꾸 생각나서 힘들어,<function_MR>()
0ABOVW,넌 어떤 음악 좋아해,<function_MR>()
0ABOVW,좋아하는 커피 브랜드가 뭐야,<function_MR>()
0ABOVW,가장 좋아하는 과일이 뭐야,<function_MR>()
0ABOVW,다음 주말에는 가족들과 함께 시간을 보내기로 했어,<function_MR>()
0ABOVW,요즘 스트레스를 많이 받아서 운동을 시작했어,<function_MR>()
0ABOVW,요즘 스트레스를 많이 받아,<function_MR>()
0ABOVW,저녁에 무슨 드라마 볼까요,<function_MR>()
0ABOVW,새로 나온 노래가 인기가 많던데 한번 들어봐야겠어,<function_MR>()
0ABOVW,내일은 친구랑 카페에서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,다음 주 시험 준비 어떻게 하고 있어,<function_MR>()
0ABOVW,기타 배우는 거 어때,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 운동을 해볼까 생각 중이야,<function_MR>()
0ABOVW,다음 주말에는 친구들과 함께 시간을 보내기로 했어,<function_MR>()
0ABOVW,이번 주말에는 그냥 집에서 영화나 볼까 생각 중이야,<function_MR>()
0ABOVW,이번 주말에는 친구들과 함께 시간을 보내기로 했어,<function_MR>()
0ABOVW,새로 나온 드라마가 재미있다고 해서 한번 봐야겠어,<function_MR>()
0ABOVW,다음 주에는 더 열심히 일을 해야겠어,<function_MR>()
0ABOVW,이번 주에는 할 일이 많아서 조금 더 부지런히 살아야겠어,<function_MR>()
0ABOVW,이 가수 노래 엄청 좋더라,<function_MR>()
0ABOVW,오늘 저녁은 샐러드로 가볍게 먹을까,<function_MR>()
0ABOVW,커피 마시러 가자,<function_MR>()
0ABOVW,이번 주말에 쇼핑 갈래,<function_MR>()
0ABOVW,오늘은 푹 쉬는 날로 정했어 아무것도 안 하고 싶어,<function_MR>()
0ABOVW,새로운 책을 샀는데 너무 기대 돼,<function_MR>()
0ABOVW,내일 친구랑 점심 먹기로 약속했어,<function_MR>()
0ABOVW,새 시즌 언제 나오는지 알아,<function_MR>()
0ABOVW,오랜만에 달리기라도 좀 해볼까 싶어,<function_MR>()
0ABOVW,이번 주말에는 집에서 책이나 읽으면서 시간을 보내려고 해,<function_MR>()
0ABOVW,오늘 하루가 너무 길어서 집에 가서 쉬고 싶어,<function_MR>()
0ABOVW,내일 아침에 일찍 일어날 수 있을지 모르겠네,<function_MR>()
0ABOVW,주말에 새로운 카페에 가보려고 하는데 맛있을까 궁금해,<function_MR>()
0ABOVW,저녁으로 뭘 먹을지 아직도 고민 중이야 뭘 먹을까,<function_MR>()
0ABOVW,새로 시작한 프로젝트가 기대돼서 열심히 준비 중이야,<function_MR>()
0ABOVW,전자기기 관심 많아, 아니면 그냥 필요한 것만 써,<function_MR>()
0ABOVW,다음 달에 해외여행 계획이 있어서 준비를 하고 있어,<function_MR>()
0ABOVW,자주 가는 맛집 추천해 줄래,<function_MR>()
0ABOVW,주말에는 특별한 계획이 없어서 그냥 집에 있으려고 해,<function_MR>()
0ABOVW,요즘 들어서 건강식에 관심이 많아졌어 뭐가 좋을까,<function_MR>()
0ABOVW,오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()
0ABOVW,새로 배운 게 뭐야,<function_MR>()
0ABOVW,오늘 저녁으로 뭘 먹을지 아직도 고민 중이야,<function_MR>()
0ABOVW,최근에 본 영화 중에 가장 좋았던 거 뭐야,<function_MR>()
0ABOVW,운전할 때 가장 듣기 좋은 음악 뭐야,<function_MR>()
0ABOVW,내일은 친구들이랑 카페에서 만나서 시간을 보낼 거야,<function_MR>()
0ABOVW,산책은 늘 상쾌해,<function_MR>()
0ABOVW,다음 주에 있을 회의 준비를 미리 좀 해놔야겠어,<function_MR>()
0ABOVW,요즘 기온이 많이 떨어졌으니 따뜻한 옷을 챙겨 입어야겠어,<function_MR>()
0ABOVW,다음 주말에는 친구들과 여행을 가기로 했어,<function_MR>()
0ABOVW,내일은 조금 더 생산적인 하루를 보내야지,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 운동을 해야 하는데 할 수 있을까 모르겠어,<function_MR>()
0ABOVW,오늘 하루는 정말 바쁘게 보냈는데도 해야 할 일이 아직 많아,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 바베큐 파티 하기로 했어,<function_MR>()
0ABOVW,다음 주말에는 가족들이랑 함께 시간을 보내기로 했어,<function_MR>()
0ABOVW,저녁은 뭘 먹을지 고민 중이야 배는 고픈데 딱히 생각나는 게 없어,<function_MR>()
0ABOVW,나서 요즘 기온이 많이 떨어졌으니 따뜻한 옷을 챙겨 입어야겠어,<function_MR>()
0ABOVW,요즘 무슨 음악 자주 들어,<function_MR>()
0ABOVW,공부할 때 집중하는 팁 있니,<function_MR>()
0ABOVW,피트니스 프로그램 추천해줄래,<function_MR>()
0ABOVW,나서 새로 시작한 취미가 생각보다 재미있어서 시간이 금방 가더라,<function_MR>()
